/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/matplotlib/__init__.py:1067: UserWarning: Duplicate key in file "/home/ubuntu/.config/matplotlib/matplotlibrc", line #2
  (fname, cnt))
/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/matplotlib/__init__.py:1067: UserWarning: Duplicate key in file "/home/ubuntu/.config/matplotlib/matplotlibrc", line #3
  (fname, cnt))
/home/ubuntu/yupeng/CLEF_Updated/utils/CLEF.py:26: FutureWarning: set_value is deprecated and will be removed in a future release. Please use .at[] or .iat[] accessors instead
  self.clef.set_value(i, 'caption', caption.lower())
Namespace(batch_size=9, cap_con_train='./CaptionConceptTraining.csv', cap_con_valid='./CaptionConceptValidation.csv', image_root='/data/CaptionTraining2018', lr=0.001, num_concepts=111156, num_epochs=25, num_workers=1, shuffle=False, vocab_concept='./data/concept_voc.pkl', vocab_word_path='./utils/vocab.pkl')
use gpu!!!!!!!!!!!!!!!!!!!!!!!!!!!!
The number of captions before deletion: 199489
The number of captions after deletion: 199489
train_mil.py:36: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  total_step, loss.data[0],
train_mil.py:37: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  np.exp(loss.data[0]),
Epoch [0/25]: [0/22166], loss: 0.6955, perplexity: 2.0048, batch_f1: 0.0004
Epoch [11/25]: [2000/22166], loss: 0.0023, perplexity: 1.0024, batch_f1: 0.0104
Epoch [11/25]: [3000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0042
Epoch [11/25]: [4000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0056
Epoch [11/25]: [5000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0051
Epoch [11/25]: [6000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0026
Epoch [11/25]: [7000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0096
Epoch [11/25]: [8000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0018
Epoch [11/25]: [9000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0058
Epoch [11/25]: [10000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0061
Epoch [11/25]: [11000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0107
Epoch [11/25]: [12000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0035
Epoch [11/25]: [13000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0052
Epoch [11/25]: [14000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0051
Epoch [11/25]: [15000/22166], loss: 0.0020, perplexity: 1.0021, batch_f1: 0.0055
Epoch [11/25]: [16000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0086
Epoch [11/25]: [17000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0065
Epoch [11/25]: [18000/22166], loss: 0.0027, perplexity: 1.0027, batch_f1: 0.0097
Epoch [11/25]: [19000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0099
Epoch [11/25]: [20000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0040
Epoch [11/25]: [21000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0181
Epoch [11/25]: [22000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0048
Epoch [12/25]: [0/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0126
Epoch [12/25]: [1000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0045
Epoch [12/25]: [2000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0092
Epoch [12/25]: [3000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0182
Epoch [12/25]: [4000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0058
Epoch [12/25]: [5000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0045
Epoch [12/25]: [6000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0064
Epoch [12/25]: [7000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0065
Epoch [12/25]: [8000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0039
Epoch [12/25]: [9000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0068
Epoch [12/25]: [10000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0092
Epoch [12/25]: [11000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0091
Epoch [12/25]: [12000/22166], loss: 0.0023, perplexity: 1.0023, batch_f1: 0.0081
Epoch [12/25]: [13000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0036
Epoch [12/25]: [14000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0050
Epoch [12/25]: [15000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0060
Epoch [12/25]: [16000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0048
Epoch [12/25]: [17000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0050
Epoch [12/25]: [18000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0074
Epoch [12/25]: [19000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0042
Epoch [12/25]: [20000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0086
Epoch [12/25]: [21000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0074
Epoch [12/25]: [22000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0047
Epoch [13/25]: [0/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0077
Epoch [13/25]: [1000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0037
Epoch [13/25]: [2000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0071
Epoch [13/25]: [3000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0067
Epoch [13/25]: [4000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0062
Epoch [13/25]: [5000/22166], loss: 0.0021, perplexity: 1.0022, batch_f1: 0.0084
Epoch [13/25]: [6000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0048
Epoch [13/25]: [7000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0041
Epoch [13/25]: [8000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0075
Epoch [13/25]: [9000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0036
Epoch [13/25]: [10000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0070
Epoch [13/25]: [11000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0062
Epoch [13/25]: [12000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0066
Epoch [13/25]: [13000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0061
Epoch [13/25]: [14000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0069
Epoch [13/25]: [15000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0063
Epoch [13/25]: [16000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0075
Epoch [13/25]: [17000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0095
Epoch [13/25]: [18000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0069
Epoch [13/25]: [19000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0070
Epoch [13/25]: [20000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0036
Epoch [13/25]: [21000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0072
Epoch [13/25]: [22000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0074
Epoch [14/25]: [0/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0026
Epoch [14/25]: [1000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0050
Epoch [14/25]: [2000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0048
Epoch [14/25]: [3000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0035
Epoch [14/25]: [4000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0062
Epoch [14/25]: [5000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0096
Epoch [14/25]: [6000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0099
Epoch [14/25]: [7000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0037
Epoch [14/25]: [8000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0055
Epoch [14/25]: [9000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0041
Epoch [14/25]: [10000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0030
Epoch [14/25]: [11000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0041
Epoch [14/25]: [12000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0027
Epoch [14/25]: [13000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0030
Epoch [14/25]: [14000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0056
Epoch [14/25]: [15000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0059
Epoch [14/25]: [16000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0026
Epoch [14/25]: [17000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0048
Epoch [14/25]: [18000/22166], loss: 0.0026, perplexity: 1.0026, batch_f1: 0.0094
Epoch [14/25]: [19000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0057
Epoch [14/25]: [20000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0045
Epoch [14/25]: [21000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0083
Epoch [14/25]: [22000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0079
Epoch [15/25]: [0/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0092
Epoch [15/25]: [1000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0073
Epoch [15/25]: [2000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0048
Epoch [15/25]: [3000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0050
Epoch [15/25]: [4000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0042
Epoch [15/25]: [5000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0063
Epoch [15/25]: [6000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0086
Epoch [15/25]: [7000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0040
Epoch [15/25]: [8000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0070
Epoch [15/25]: [9000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0081
Epoch [15/25]: [10000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0100
Epoch [15/25]: [11000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0029
Epoch [15/25]: [12000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0100
Epoch [15/25]: [13000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0084
Epoch [15/25]: [14000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0031
Epoch [15/25]: [15000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0065
Epoch [15/25]: [16000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0066
Epoch [15/25]: [17000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0042
Epoch [15/25]: [18000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0067
Epoch [15/25]: [19000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0040
Epoch [15/25]: [20000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0058
Epoch [15/25]: [21000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0031
Epoch [15/25]: [22000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0107
Epoch [16/25]: [0/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0056
Epoch [16/25]: [1000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0039
Epoch [16/25]: [2000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0052
Epoch [16/25]: [3000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0091
Epoch [16/25]: [4000/22166], loss: 0.0015, perplexity: 1.0016, batch_f1: 0.0044
Epoch [16/25]: [5000/22166], loss: 0.0030, perplexity: 1.0030, batch_f1: 0.0103
Epoch [16/25]: [6000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0072
Epoch [16/25]: [7000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0112
Epoch [16/25]: [8000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0045
Epoch [16/25]: [9000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0079
Epoch [16/25]: [10000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0049
Epoch [16/25]: [11000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0056
Epoch [16/25]: [12000/22166], loss: 0.0032, perplexity: 1.0032, batch_f1: 0.0116
Epoch [16/25]: [13000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0041
Epoch [16/25]: [14000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0077
Epoch [16/25]: [15000/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0123
Epoch [16/25]: [16000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0069
Epoch [16/25]: [17000/22166], loss: 0.0012, perplexity: 1.0013, batch_f1: 0.0054
Epoch [16/25]: [18000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0054
Epoch [16/25]: [19000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0052
Epoch [16/25]: [20000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0036
Epoch [16/25]: [21000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0042
Epoch [16/25]: [22000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0069
Epoch [17/25]: [0/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0080
Epoch [17/25]: [1000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0221
Epoch [17/25]: [2000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0070
Epoch [17/25]: [3000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0067
Epoch [17/25]: [4000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0069
Epoch [17/25]: [5000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0037
Epoch [17/25]: [6000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0104
Epoch [17/25]: [7000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0043
Epoch [17/25]: [8000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0043
Epoch [17/25]: [9000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0038
Epoch [17/25]: [10000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0052
Epoch [17/25]: [11000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0046
Epoch [17/25]: [12000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0087
Epoch [17/25]: [13000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0086
Epoch [17/25]: [14000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0334
Epoch [17/25]: [15000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0035
Epoch [17/25]: [16000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0053
Epoch [17/25]: [17000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0119
Epoch [17/25]: [18000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0087
Epoch [17/25]: [19000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0054
Epoch [17/25]: [20000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0096
Epoch [17/25]: [21000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0063
Epoch [17/25]: [22000/22166], loss: 0.0029, perplexity: 1.0029, batch_f1: 0.0073
Epoch [18/25]: [0/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0053
Epoch [18/25]: [1000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0072
Epoch [18/25]: [2000/22166], loss: 0.0028, perplexity: 1.0028, batch_f1: 0.0045
Epoch [18/25]: [3000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0050
Epoch [18/25]: [4000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0077
Epoch [18/25]: [5000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0036
Epoch [18/25]: [6000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0062
Epoch [18/25]: [7000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0113
Epoch [18/25]: [8000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0042
Epoch [18/25]: [9000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0075
Epoch [18/25]: [10000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0101
Epoch [18/25]: [11000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0038
Epoch [18/25]: [12000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0083
Epoch [18/25]: [13000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0087
Epoch [18/25]: [14000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0033
Epoch [18/25]: [15000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0075
Epoch [18/25]: [16000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0059
Epoch [18/25]: [17000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0063
Epoch [18/25]: [18000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0114
Epoch [18/25]: [19000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0054
Epoch [18/25]: [20000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0047
Epoch [18/25]: [21000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0031
Epoch [18/25]: [22000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0042
Epoch [19/25]: [0/22166], loss: 0.0027, perplexity: 1.0027, batch_f1: 0.0091
Epoch [19/25]: [1000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0048
Epoch [19/25]: [2000/22166], loss: 0.0022, perplexity: 1.0023, batch_f1: 0.0066
Epoch [19/25]: [3000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0059
Epoch [19/25]: [4000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0048
Epoch [19/25]: [5000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0035
Epoch [19/25]: [6000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0058
Epoch [19/25]: [7000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0161
Epoch [19/25]: [8000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0130
Epoch [19/25]: [9000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0048
Epoch [19/25]: [10000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0046
Epoch [19/25]: [11000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0122
Epoch [19/25]: [12000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0049
Epoch [19/25]: [13000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0051
Epoch [19/25]: [14000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0025
Epoch [19/25]: [15000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0051
Epoch [19/25]: [16000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0131
Epoch [19/25]: [17000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0040
Epoch [19/25]: [18000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0046
Epoch [19/25]: [19000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0060
Epoch [19/25]: [20000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0087
Epoch [19/25]: [21000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0033
Epoch [19/25]: [22000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0061
Epoch [20/25]: [0/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0123
Epoch [20/25]: [1000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0059
Epoch [20/25]: [2000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0099
Epoch [20/25]: [3000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0094
Epoch [20/25]: [4000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0085
Epoch [20/25]: [5000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0040
Epoch [20/25]: [6000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0028
Epoch [20/25]: [7000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0033
Epoch [20/25]: [8000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0061
Epoch [20/25]: [9000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0072
Epoch [20/25]: [10000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0154
Epoch [20/25]: [11000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0037
Epoch [20/25]: [12000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0034
Epoch [20/25]: [13000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0037
Epoch [20/25]: [14000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0065
Epoch [20/25]: [15000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0033
Epoch [20/25]: [16000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0148
Epoch [20/25]: [17000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0060
Epoch [20/25]: [18000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0042
Epoch [20/25]: [19000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0043
Epoch [20/25]: [20000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0084
Epoch [20/25]: [21000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0083
Epoch [20/25]: [22000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0069
Epoch [21/25]: [0/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0095
Epoch [21/25]: [1000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0048
Epoch [21/25]: [2000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0108
Epoch [21/25]: [3000/22166], loss: 0.0027, perplexity: 1.0027, batch_f1: 0.0126
Epoch [21/25]: [4000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0033
Epoch [21/25]: [5000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0095
Epoch [21/25]: [6000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0061
Epoch [21/25]: [7000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0151
Epoch [21/25]: [8000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0104
Epoch [21/25]: [9000/22166], loss: 0.0026, perplexity: 1.0026, batch_f1: 0.0104
Epoch [21/25]: [10000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0052
Epoch [21/25]: [11000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0044
Epoch [21/25]: [12000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0072
Epoch [21/25]: [13000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0071
Epoch [21/25]: [14000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0084
Epoch [21/25]: [15000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0082
Epoch [21/25]: [16000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0108
Epoch [21/25]: [17000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0227
Epoch [21/25]: [18000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0070
Epoch [21/25]: [19000/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0087
Epoch [21/25]: [20000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0051
Epoch [21/25]: [21000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0059
Epoch [21/25]: [22000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0036
Epoch [22/25]: [0/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0095
Epoch [22/25]: [1000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0068
Epoch [22/25]: [2000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0066
Epoch [22/25]: [3000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0046
Epoch [22/25]: [4000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0033
Epoch [22/25]: [5000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0081
Epoch [22/25]: [6000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0066
Epoch [22/25]: [7000/22166], loss: 0.0029, perplexity: 1.0029, batch_f1: 0.0095
Epoch [22/25]: [8000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0055
Epoch [22/25]: [9000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0092
Epoch [22/25]: [10000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0065
Epoch [22/25]: [11000/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0100
Epoch [22/25]: [12000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0087
Epoch [22/25]: [13000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0049
Epoch [22/25]: [14000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0061
Epoch [22/25]: [15000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0090
Epoch [22/25]: [16000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0074
Epoch [22/25]: [17000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0069
Epoch [22/25]: [18000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0033
