image_name	concepts
bcr3210-22	C0015726;C0848600;C0860950;C2699333;C0558145;C0604019;C0567498;C1510508;C0933845;C1551394;C0029664;C0021968;C0885449;C1507293;C2826240;C1261259;C0398296;C1706352;C0750484;C3542466;C3896975;C4050231;C0243144;C1507248;C0398266;C0033213;C0700164;C0579037;C3274653;C1546717;C1711202;C0228505;C1705733;C0024671;C1547928;C1285092;C0423899;C1706387;C1704922;C0719509;C1135133;C0723893;C2698497;C0231683;C0007431;C0029053;C1696103;C1550457;C0449900;C1704254;C1265876;C0592924;C0205161;C0027551;C2986595;C1553386;C3472347;C1659153;C0043348;C0043194;C0009924;C1873497
JPN-10-261-g001	C0184666;C0038999;C0921182;C0744395;C0809949;C0013604;C0152321;C0152322;C3499010;C0577599;C3499011;C1548899;C0741451;C3496406;C3499012;C1561538
JPN-10-261-g002	C2087366;C1736924;C0412588;C3701996;C0412585;C0412618;C2183251;C0202823;C0412631;C0412630;C0412632;C4075845;C0040405;C0412638;C0412611;C0771936;C0006111;C0040398;C0729619;C3839692;C1837463;C3496642;C0009938;C0591692;C2181323;C1960244;C3532634;C0202691;C0030560;C4041317;C3203982;C0412594;C1269537;C1956110;C0596217;C0582945;C2350281;C0412620;C0412621;C0936234;C0412675;C0412604;C0412644;C0412628;C0412629;C1546708;C0008794;C2141917;C0412603;C0412640;C0412641;C0412643;C1959841;C0412645;C0412647;C0412648;C2717955;C0343101;C0860888;C2959990;C0006104;C0230004;C0376152;C0412649;C2315673;C2316004;C0038999;C2315672
JPN-10-261-g003	C0376152;C3499011;C1736924;C0412588;C3701996;C1279054;C0412618;C0925334;C2183251;C0202823;C1183342;C0412631;C0412630;C0412632;C4075845;C1511606;C3499010;C0040405;C0412638;C0412611;C0771936;C0034606;C1268175;C3496406;C3833383;C2826292;C0040398;C0921182;C0729619;C3839692;C1837463;C4020703;C0152321;C2181323;C1960244;C4071870;C1266908;C0262950;C1525101;C0202691;C2315670;C1519792;C0935239;C4041317;C3203982;C3499012;C0412594;C1956110;C0925408;C0582945;C1846574;C2350281;C1861101;C0412620;C0412621;C0936234;C1550616;C0412604;C0412644;C0412628;C0412629;C1546708;C0008794;C2141917;C0412603;C0412640;C0412641;C0412643;C1959841;C0412645;C0412647;C0412648;C2717955;C1546560;C0152322;C0860888;C1513735;C2959990;C0039484;C0412649;C0441633;C2315673;C2316004;C1853761;C2315672
JPN-10-261-g004	C0303634;C0032143;C1708556;C0032181;C1135584;C1263136;C0021889;C4042812;C0005971;C1135564;C2364485;C0277598;C0303635;C0430854;C1548899;C0181805;C1336751;C0430855;C0863230;C0231286;C1139930
AJNS-11-180b-g004	C1704254;C3542466;C1696103;C1704922;C0024485;C3890166
jkms-21-936-g002	C1999228;C1280318;C0202840;C2097684;C1314972;C4076762;C2315673;C1630402;C4075845;C0412615;C4273795;C1627748;C0728811;C1278932;C2220584;C2227610;C0812414;C0153460;C0577573;C2181323;C0227590;C1256453;C1947905;C0185042;C0185023;C4283905;C0577559;C0869677;C2220572;C2181380;C0582945;C0037993;C0412620;C0412643;C0412626;C4076672;C3161833;C0153470;C1641132;C0412647;C2198711;C2227606;C4040714;C3242820;C2220548;C1640391;C2825781;C1546709;C0237497;C2227555;C2210293;C2136992
jkms-21-936-g003	C1548003;C0747635;C1962945;C0741025;C2046128;C3532164;C1306645;C1527391;C0817096;C0043299;C0747646;C1548009
jkms-21-936-g004	C4266486;C1253943;C4054468;C0398523;C2243014;C0340003;C0869673;C0747637;C4255128;C0725408;C0444086;C0857490;C3532164;C2063355;C1704653;C4012196;C2082495;C1268207;C0523212;C0700329;C2207156;C0005956;C0005957;C2073625;C4054467;C1882596;C0032227;C1299233;C0729291;C0444186;C1543262
ijcpd-06-208-g001	C0153511;C1279059;C0853619;C0882024;C0024687;C1524432;C0238977
ijcpd-06-208-g002	C1306645;C1548003;C1548009;C0043299;C1962945
ijcpd-06-208-g003	C1853255;C1842422;C0016504;C2117329;C1855533
ijcpd-06-208-g004	C0230132
ijcpd-06-208-g005	C0039985;C3499012;C3665494;C0549207;C0152321;C0024867;C3499010;C0177737;C1114557;C0575507;C1279061;C3499011;C3496406;C0152322
ijcpd-06-208-g006	C1444068;C1551379;C0374082;C0027709;C0011401;C0333581;C0542560;C1112428;C0744900;C2242558;C0520594;C0228120;C0521174;C1281046;C0700185;C0006663;C1527284;C0270685;C0263845;C2951888;C1265880;C0264523;C0037303;C0423351;C1446899
ijcpd-06-208-g007	C0430445;C0449574
gkq1312f1	C0221874;C0991876;C3827997;C1705206;C0281567;C1533577;C4048252;C1550557;C1706368;C0280022;C0037494;C1512346;C0600109;C0233256;C1256256
1471-2105-9-181-4	C3687832;C0740721;C2987514;C2594846;C0285969;C3274659;C1254351;C0369501;C0002778;C3161035;C0013227;C0016016;C1554159;C3838076;C1550043;C0012655;C1555588;C1515974;C4287934;C0012691;C0030946;C0600091;C3853906;C4284931;C4284930
eplasty14ic04_fig1	C2314960;C0221874;C2123221;C1267072;C0243032;C0024485;C0202756;C0846477;C1658520;C0424653;C0336660;C0991876;C0687374;C0412697;C0412696;C0412695;C0412694;C0412693;C2315867;C1305866;C0203201;C0412699;C0412698;C3854183;C4041000;C4274375;C1135565;C2031035;C0150920;C1533577;C1634512;C3472340;C2315179;C1960255;C2315149;C0202688;C0058928;C1637834;C0944911;C0879554;C2106285;C2315895;C3850007;C2454646;C0221198;C2960779;C1960809;C0282596;C2121332;C2121336;C2121335;C4285894;C3856948;C1508767;C4048252;C2455745;C0162734;C2315957;C1656864;C0203120;C2960591;C0280022;C2080397;C2053618;C0037949;C0412712;C0412713;C0412710;C0412716;C0412717;C0412714;C0412715;C2315144;C0202826;C3890166;C2315944;C4285895;C2028442;C0412692;C0412705;C0436481;C0412707;C0412706;C0412701;C0344104;C0412703;C0412702;C1546698;C0412709;C0412708;C0202762;C0588205;C2123191;C1136216;C1280065;C2985394;C0412721;C4275272;C1691007;C2123218;C2123212;C3164060;C2123210;C2123211;C0772294;C2123217;C0442974;C4076336;C3898477;C1551403;C2123192;C0412675;C0412674;C0177803;C0376335;C0584863;C2700094;C2123209;C2117023;C2123207;C1444656;C0281567;C3698350;C2315192;C2110143;C2031034;C2316169;C2031033;C0436428;C2058238;C2959701;C3877806;C0435575;C0412685;C0412686;C0435573;C0412688;C0412689;C1690005;C0412700
eplasty14ic04_fig2	C2166836;C1278948;C1267375;C1267374;C0224264;C0440937;C0828655;C2238202;C0012737;C0333288;C2332723;C2228063;C0021153;C0446768;C0446769;C0633643;C1403582;C0413276;C0932710;C0932717;C0932716;C0446764;C3536746;C0332686;C2037270;C0448568;C0407670;C1829459;C1282851;C0196571;C0184113;C0932709;C0553763;C0226513;C1444656;C0588071;C0742989;C0440934;C0829844;C0829845;C3878494;C0376530;C0034518;C1304996;C1278846;C0162857;C0751437;C0393889;C1148075;C0228863;C0748226;C0446771;C0831754;C2218498;C0234228;C0340293;C0434266;C0565514;C0434264;C0816208;C0408670;C0226439;C0432923;C0226438;C2112237
eplasty14ic04_fig3	C0700287;C1148075;C0042591;C3854183;C0005847;C0148346;C0831754;C0224264;C0440934;C0829844;C0829845;C1508767;C0448568;C1304996;C0226440;C1444656
ijcn-8-076-g001	C0496955;C0426433;C1859717;C2203644;C1550557;C0239340;C1266887;C3640444;C0230420;C1281592;C1706368;C2137077;C0178298;C0812434;C0027530;C0426429;C0684335;C0226813;C4285062;C0239376;C0225409;C0444099;C1546781;C0023216;C1140618
ijcn-8-076-g002	C0040357;C0016504;C1546781;C0496955;C1550557;C0178298;C1706368;C1281587;C4285062;C0555980;C0444099
ijcn-8-076-g003	C0016504;C1546781;C0496955;C0870009;C0178298;C1706368;C1281587;C4285062;C0555980;C0444099;C1550557
NCI-2-239-g001	C0153943;C0496905;C0872393;C0577027;C1278920;C0038351;C3714551;C0038354;C0404831;C0154060
NCI-2-239-g002	C0734010;C1333279;C0496861;C0496863;C0734247;C0734241;C0160360;C0153435;C2330765;C0227389;C1306868;C1284440;C0227375;C0153439
NCI-2-239-g003	C0153943;C0496905;C0872393;C3541890;C0577027;C1278920;C1555707;C0038351;C3714551;C0038354;C0154060;C0185115
270_2010_9950_Fig1_HTML	C1704254;C3542466;C0040395;C1619636;C1550655;C1696103;C0029417;C0239222;C1704922;C0040405;C3245502;C0029441;C3245501;C1578485;C1578486;C1882805;C3494537;C1441526
LI-29-295-g001	C0311392;C2677099;C3496436;C0403592;C0748230
LI-29-295-g002	C1548003;C0518505;C2239212;C1962945;C3810854;C0406636;C1306645;C0043299;C1548009;C0522772
JOMFP-17-190-g001	C1336079;C1827486;C0683457;C1302530;C3163899;C2019461;C0861861;C0345946;C0349534;C1336879;C0280478;C0280302;C0280303;C0346366;C1335367;C0720023;C2675993;C1336082;C1266005;C1336890;C2945615;C0021044;C1707442;C1333100;C0185117;C0334250;C0279637;C0280313;C0280317;C1302853;C4304995;C1550236;C0553723;C1995013;C1827587;C2019447;C0487602;C2019443;C2019442;C0007118;C1332262;C1610633;C0334245;C0334244;C0334246;C1827502;C0279626;C0280326;C0280324;C0280325;C1335690;C1883093;C1827866;C1334762;C0349568;C2019432;C2019433;C1319317;C2019436;C4280732;C1611747;C4049934;C0349567;C0238518;C1275179;C0279681;C4040853;C1882868;C0149782;C1533393;C0238348;C1333789;C0339113;C0038128;C0206623;C1412036;C0279671;C3554336;C0206706;C0334681;C0007137;C1827143;C1275190;C0280305;C0429518;C0349551;C2097980;C2333746;C0205697;C1334990;C0585362;C0280856;C1275183;C1275184;C1883111;C1883110;C1522028;C0019699;C0349566
JOMFP-17-190-g003	C1336079;C1827486;C0683457;C1302530;C3163899;C2019461;C0861861;C0345946;C0349534;C1336879;C0280302;C0280303;C0346366;C1335367;C0720023;C2675993;C1336082;C1266005;C1336890;C0021044;C1707442;C1333100;C0185117;C0334250;C0279637;C0280313;C0280317;C1302853;C4304995;C1550236;C0553723;C1827587;C2019447;C0487602;C2019443;C2019442;C0007118;C1332262;C1610633;C0334245;C0334244;C0334246;C1827502;C0279626;C0280326;C0280324;C0280325;C1335690;C1883093;C1328685;C1827866;C1334762;C0349568;C2019432;C2019433;C1319317;C2019436;C1611747;C4049934;C0349567;C0238518;C1275179;C0279681;C4040853;C1882868;C0149782;C1533393;C0238348;C1333789;C0339113;C0038128;C0206623;C1412036;C0279671;C0206706;C0334681;C0007137;C1827143;C1275190;C0280305;C0349551;C2097980;C2333746;C0205697;C0585362;C0280856;C1275183;C1275184;C1883111;C1883110;C1522028;C0349566
JOMFP-17-190-g005	C1336079;C1827486;C0683457;C1302530;C3538723;C3163899;C2019461;C0861861;C0345946;C0349534;C1336879;C0280478;C0280302;C0280303;C0346366;C1335367;C0720023;C2675993;C1336082;C1266005;C1336890;C0021044;C1707442;C1333100;C0185117;C0334250;C0279637;C0280313;C0280317;C1302853;C4304995;C1550236;C0553723;C1827587;C2019447;C0487602;C2019443;C2019442;C0007118;C1332262;C1610633;C0334245;C0334244;C0334246;C1827502;C0279626;C0280326;C0280324;C0280325;C1335690;C1883093;C1550557;C0927195;C1827866;C1334762;C0349568;C2019432;C2019433;C1319317;C2019436;C4280732;C1611747;C4049934;C0349567;C0238518;C1275179;C0279681;C4040853;C1882868;C0149782;C1533393;C1706368;C0238348;C1333789;C0339113;C0038128;C0206623;C1412036;C0279671;C3554336;C0206706;C0334681;C0007137;C1827143;C1275190;C0280305;C0429518;C0349551;C2097980;C2333746;C0205697;C1334990;C0585362;C0280856;C1275183;C1275184;C1883111;C1883110;C1522028;C0019699;C0349566
JOMFP-17-190-g006	C1336079;C1827486;C0683457;C1302530;C3538723;C3163899;C2019461;C0861861;C0345946;C0349534;C1336879;C0280302;C0280303;C0346366;C1335367;C0720023;C2675993;C1336082;C1266005;C1336890;C0021044;C1707442;C1333100;C0185117;C0334250;C0279637;C0280313;C0280317;C1302853;C4304995;C1550236;C0553723;C1827587;C2019447;C0487602;C2019443;C2019442;C0007118;C1332262;C1610633;C0334245;C0334244;C0334246;C1827502;C0279626;C0280326;C0280324;C0280325;C1335690;C1883093;C1328685;C1827866;C1334762;C0349568;C2019432;C2019433;C1319317;C2019436;C1611747;C4049934;C0349567;C0238518;C1275179;C0279681;C4040853;C1882868;C0149782;C1533393;C0238348;C1333789;C0339113;C0038128;C0206623;C1412036;C0279671;C0206706;C0334681;C0007137;C1827143;C1275190;C0280305;C0349551;C2097980;C2333746;C0205697;C0585362;C0280856;C1275183;C1275184;C1883111;C1883110;C1522028;C0349566
CRIU2015-583851.002	C3263700;C0302828;C0441513;C1293284;C0841296;C1261298;C0850126;C0574830;C2939420;C0399243;C0332837;C0015417;C0003893;C1293364;C0544726;C1293304;C1279112;C1293243;C1288284;C1578706;C0188139;C1279118;C0175649;C1550557;C0845672;C1555302;C1533810;C0441606;C0498276;C0347948;C0398877;C1704391;C0012725;C0035139;C0565460;C1706368;C0198062;C2066608;C1293714;C2066605;C3273930;C0177601;C1537038;C1442085;C0396102;C0185317;C1293751;C0040184;C0040185;C1293398;C1293544;C1293697;C0021107;C2123422;C0441587;C0015811;C1293190;C1293191;C0524865;C1546675;C0525024;C0188141;C0188140;C3840851;C2926601;C0796028;C0027651;C0021102;C1293283;C0845620;C0403876;C2123404;C0489950;C2828363;C1293727;C1293724;C1293534;C1293386
CRIU2015-583851.003	C1550655;C2939420;C0817319;C1578485;C1578486;C0027627;C0036679;C4255448;C0438991;C0559817;C0686377;C1837463;C1706368;C0725066;C0854963;C1963113;C0448192;C0016658;C0771936;C1550557;C1328685;C1546708;C2939419;C1306645;C0376152;C0024348;C0347019
poljradiol-76-3-38-g024	C1315924;C0449900;C0521421;C0032827;C1561543;C0814472;C4069677;C4084721;C0242656;C0087111;C1740827;C0162119;C1578706;C0945059;C3808841;C1295666;C3887704;C1533734;C0476545;C0935989;C0728725;C0746919;C4054264;C0203464;C0036002;C0610863;C2237060;C1508127;C1507248;C4289483;C0412693;C0484664;C3647788;C3273930;C2051406;C0520870;C3863847;C0679860;C0520831;C0436567;C0013443;C2055374;C1315980;C0550215;C0442797;C0221872;C0364022;C0945034;C1552840;C1740832;C0486201;C1739405;C0797795;C0797796;C0150325;C0367982;C1295669;C1854494;C1534670;C0027671;C1295611;C0009429;C0239787;C0427821;C3275118;C0412620;C0376495;C4283846;C4283847;C1879945;C0027651;C1507293;C2985765;C0009924;C1627358
HV-14-117-g003	C1880471;C0522054;C1815293;C1880458;C3874466;C0199566;C0013798;C2215949;C4038402;C0430461;C3874460;C1623258;C2216130;C0429104;C0340305;C3542426;C0429089;C2216046;C0438154;C0877038;C2199647;C1285812;C0849142;C0236140;C0180600;C2683183;C0181586;C2216132;C2216133;C2121436;C2216131;C3275067;C2826754;C0429085;C0514032;C3874457;C1705651;C4283785;C0179525;C1880444;C1713568;C3874459;C2061879;C0430456;C0179504;C0524167;C0199568;C0278336;C1315020;C2216123;C2216122;C2216125;C2216124;C2216127;C2216126;C2216129;C2216128;C0855329;C1514893;C2061882;C0428967;C2061880;C2061881;C3842090;C0520886;C0232333;C2826700;C0878565;C1442948;C0199556
gr2_PMC5580013	C0743303;C1284424;C0227300
IJPsy-53-270-g001	C0751437;C0040405;C0524463;C0772294;C0340293;C1546698;C0221198;C3536746
1757-1626-0002-0000006718-001	C1293134;C1279049;C0275894;C1268041;C1268042;C0503336;C0149726;C1261074;C0229758;C0229759;C0734922;C0398435;C0229747;C0588055;C0398421;C0398446
1471-2105-7-288-6	C0175525;C1561540;C0919678;C0038164;C1840233;C0150312;C0237338;C0919677;C2609066;C1556055;C0278260;C1610719;C3499012;C3499011;C3499010;C0700062;C1868670;C0700060;C0007430;C3496406;C0679622;C1547787;C2986548;C0237221;C2239212;C0237228;C0237305;C1546725;C1547233;C1948178;C1273937;C1547309;C0237387;C0237142;C4050126;C0237380;C0087111;C0202202;C3853906;C0043194;C0237318;C0237094;C1168438;C0237255;C2598149;C3845898;C1547241;C3846676;C1561608;C1546840;C0237155;C0237529;C0237133;C1948180;C1948181;C1948167;C0237369;C1948168;C1948169;C0237361;C0237247;C1550557;C0522772;C0441606;C0237169;C1546836;C1561610;C0237162;C0152321;C1549110;C0237161;C1552601;C2946261;C2002622;C3826873;C1948176;C0033621;C1948174;C1948173;C1948171;C1948170;C0237373;C1720467;C1948179;C2584304;C0237276;C4018974;C1547267;C1549063;C1547304;C0237178;C1705318;C1706368;C3274659;C3889831;C0700063;C1949480;C1550472;C0237185;C1547272;C0728990;C1519316;C1879946;C3245470;C0237357;C0518505;C3853789;C0152322;C1704726;C1554100;C1955473;C3541951;C1547281;C2700150;C3161035;C3810854;C0237206;C1547994;C0237324;C2826980;C3539125;C0237283;C1578513;C0805701;C0237289;C0555903;C4055200;C4283917
ABR-2-76-g001	C0749091;C1275732;C0009429;C1550655;C0206460;C3275118;C0241270;C3842127;C0376495;C3887704;C0746919;C1706368;C0087111;C0814472;C0679860;C3647788;C1578485;C1578486;C1533734;C1550557;C0191115
OpenVetJ-2-58-g001	C3151684;C1550656;C1744563;C1522860;C0439663;C0947630;C1546742;C0150312;C1705184;C0243107;C1522909;C0024530;C1837463;C0496921;C0771936;C0039869;C3541306;C3714514;C1300072;C2239235;C2246747;C1524120;C4050301;C0678723;C3254809;C1546708;C1260969;C0448294;C1167856;C0020119;C1523742;C3841836;C2238079;C3272564;C0870477;C0376152;C0392148;C0233896;C0206255;C0043194
1477-7819-1-19-5	C1306645;C3891450;C3244296;C1962945;C0043299;C0885876
1477-7819-1-19-6	C2337640;C0848801;C0184968;C0802632;C1148100;C0276828;C0439070;C0009566;C0161815;C0040289;C4032686;C3898092;C3496532;C1959593;C0161768;C0185026;C0236167;C1720105;C2708284;C1552839;C0588162
1477-7819-1-19-7	C1998083;C0042523;C1552839;C1601296;C0069036;C1328018;C0522577;C0487602;C0749091;C1704653;C0885297;C1275732;C1704680;C0442743;C0234251;C1706368;C0178539;C1706387;C1527129;C0280858;C1547928;C1550557;C0087111;C0003209;C0243069;C0020507;C0276828;C0241270;C3842127;C0031753;C0018964;C0033213;C0191115;C1334180
1477-7819-1-19-8	C1998083;C1564718;C0042523;C1552839;C0059433;C1601296;C0069036;C0308718;C0522577;C0749091;C1704653;C0487602;C1275732;C1704680;C0442743;C0234251;C0148582;C3843225;C0020494;C1706368;C0178539;C1706387;C1527129;C0280858;C1547928;C0885297;C1550557;C0003209;C0243069;C3843503;C4050469;C0020507;C0276828;C0241270;C3842127;C0031753;C0205400;C2825836;C0018964;C0728976;C0033213;C0191115;C0043194;C1334180
1748-717X-8-183-1	C1704254;C1518890;C3542466;C1550655;C1696103;C1704922;C0344211;C1706368;C4284139;C1550557;C1317973;C1281249;C1554112;C1171411;C1578485;C1578486;C0153581;C0183683
CRIM.GM2013-136153.001	C3537823;C3813607;C0011980;C1546533;C0040405;C0376180;C2594846;C0230210;C1522411;C4086828;C1705273;C1837463;C0031843;C2957717;C1304960;C0369501;C4284072;C1315032;C0184114;C0017168;C1554159;C1550303;C0038351;C1546708;C1550043;C0771936;C0376152;C0744316;C0000833;C0224155;C1511790;C3889825;C1112160;C0600091;C0202036;C0267725;C0442726;C1705175;C0043194
CRIM.GM2013-136153.002	C0369501;C2339732;C2317267;C1268997;C1546708;C1837463;C1623746;C0554745;C1299163;C2594846;C0041312;C0183336;C2955782;C1550043;C0810215;C2331886;C0581656;C0203054;C0203057;C0600091;C0853569;C1290613;C0016356;C0017185;C0226875;C1718619;C4263594;C0687483;C1718617;C1281183;C0041909;C0771936;C0376152;C0180921;C1554159;C0733796;C0079304;C3662564;C0581629;C3856672;C0161323;C1660599;C1543491;C0043194
CRIM.GM2013-136153.003	C1282515;C2317267;C1546708;C1623746;C0554745;C0202613;C0376180;C3542466;C3539032;C1837463;C0412198;C2957717;C0581656;C1304960;C2947996;C0184114;C1704922;C0016356;C0038351;C1718619;C4263594;C1718617;C0771936;C1704254;C0180921;C1696103;C0224155;C0376152;C0202036;C1660599;C0412202;C0412203;C0733796
CRIM.GM2013-136153.004	C0239709;C2081632;C0017195;C2594846;C0039601;C0369501;C1837463;C1706368;C0022885;C0456984;C3260357;C0228018;C1550557;C1554159;C1546701;C1546708;C1550043;C0771936;C0376152;C1546635;C0392366;C2826273;C0079304;C3850116;C0600091;C0600199;C0700221;C1550639;C3273256;C0043194
CRIM.GM2013-136153.005	C1546635;C0175722;C1705205;C1561603;C0280558;C0740229;C3812382;C1561610;C2983265;C1519316;C1550639;C0043194
CN-5-157_F8	C0629561;C0423882;C0923799;C2699477;C3810842;C1553835;C0150312;C0010682;C1533132;C0225327;C4071879;C0233256;C1546778;C2698628;C3255620;C3540605;C0679217;C1706368;C3274659;C3245511;C2987514;C3542018;C0679218;C0181687;C0015349;C3161035;C1550557;C0427896;C1515974;C0459867;C0056561;C0392535;C0065850;C0275586;C0060618;C3853906
CRIT2016-7137584.001	C0005558;C2327180;C1547225;C1548825;C3854028;C0030125;C1706430;C0491970;C1706368;C0007584;C2072523;C3668914;C0221106;C1513302;C1546569;C0430389;C1550557;C3553722;C0553702
CRIT2016-7137584.002	C0445347;C0193114;C1951340;C0372300;C0558145;C0227646;C3686763;C0181845;C0026019;C2038187;C1280063;C0442726;C0474772;C2699333;C3278164;C1706368;C2826579;C0552443;C1550457;C1328365;C0194073;C0599297;C0016504;C0194074;C1550557;C1876223;C0723893;C2698497;C0079835;C0231683;C1184743;C0597705;C0555980;C0598360;C0372299;C0013842;C2316945;C0592924;C0205161;C0026020;C0403529;C1281587;C1551394;C3276821;C1739392;C1511790;C0183487;C4228838;C1553386;C1873497
fneur-07-00049-g005	C0544726;C1720467;C1305287;C0024622;C1827164;C0221919;C3858539;C3541345;C1547308;C0154027;C0446881;C0449878;C0154028;C2037270;C0234228;C1278894;C0162429;C1527169;C0153630;C1706368;C0332686;C1305844;C0184633;C1442959;C0600199;C0035331;C0162781;C3263710;C2359957;C1561574;C1317574;C1316572;C0008520;C1550557;C0035298;C0935624;C1546701;C1857401;C0633643;C0432923;C0006901;C0489802;C1282851;C0271052;C0600072;C2707262;C0154888;C0155765;C0134413;C1875802;C0856794;C1551396;C3274014;C1547298;C1114365;C0507816;C0392209;C0700221;C1403582;C0035309;C0226513;C0518896;C0030054
10.1177_2050313X13496507-fig2	C2740655;C1704653;C0973456;C0577559
10.1177_2050313X13496507-fig3	C4068891;C0772294;C0042383;C1558950;C4068833;C0005847;C1546698;C0221198
10.1177_2050313X13496507-fig4	C1704653
10.1177_2050313X13496507-fig5	C1548802;C1704653;C4049579;C1403208
10.1177_2050313X13496507-fig6	C0427630;C0205160;C1513916;C3888511
10.1177_2050313X13496507-fig7	C1369034;C2363999;C0019699;C4280732;C4281739
10.1177_2050313X13496507-fig8	C0019699;C4280732
e-64-0o436-fig2	C2087366;C1652525;C2699477;C0523702;C0037420;C0427896;C0518505;C1533132;C1289829;C3205061;C0388060;C0202100;C1706368;C0591264;C0522772;C0030953;C3272888;C2239212;C0441122;C0004457;C1550557;C2370102;C1546701;C0282443;C0291443;C0063083;C0349013;C0184967;C0116580;C0056561;C1879925;C0486588;C0700221;C0055856;C0185114;C1444656
11569_2011_122_Fig2_HTML	C1704254;C0449416;C0162778;C0204767;C0013227;C1696103;C3526949;C2347934;C1704922;C1554129;C0376495;C1705919;C3243280;C0687121;C1947919;C0185125;C4050606;C0185026;C3542466;C0332149
11569_2011_122_Fig3_HTML	C1720467;C0449416;C1705919;C0262878;C0262879;C0523160;C0026020;C0005758;C2038187;C0181845;C0282443;C0424318;C0036473
11569_2011_122_Fig4_HTML	C0023899;C1720467;C1278929;C0872387;C1705919;C0496870;C0036002;C0449416;C0023895;C0810473;C1550557;C0242849;C1706368;C0736268;C0721399;C3275153;C0240701;C0023884;C0577060;C0348000;C0610863
11569_2011_122_Fig5_HTML	C3263700;C0037585;C1705919;C2363670;C0574830;C3528671;C1561610;C1588750;C3542466;C0038137;C0441513;C0459920;C1273517;C2983265;C0919250;C4050308;C0302828;C0028778;C1442085;C1261381;C0449416;C1704922;C0719053;C0728779;C0596013;C0524865;C1704254;C1448380;C3840851;C1696103;C1519316;C0015392;C3843882;C0939261
cro-0006-0293-g02	C0035124;C0235957;C0087111;C0150312;C1550699;C0871407;C0423864;C0031001;C0021440;C0449900;C0006826;C1504153;C0599880;C3272559;C0012359;C0027651;C1322279;C3645613;C0565514;C2219488;C2986890;C0043194;C0005522;C1568011;C0243144;C1507293;C3273048;C0022396;C0849481;C3877038;C0231750;C0221198;C0181379;C0181376;C1320392;C2697605;C1310652;C0425690;C0042449;C0595862;C1285644;C0677875;C2087366;C0229985;C0815172;C0032927;C0180053;C2721294;C4287164;C1578706;C0428199;C1562231;C4282132;C0035648;C2985463;C1879951;C0032074;C0849478;C1507248;C4050405;C1306459;C1548762;C1546698;C0677505;C0266798;C1829459;C0457354;C0009924;C0003840;C0003842;C0205054;C0772294;C4267676;C0242114;C4038407;C3854650;C1328018;C0425562;C0038348;C0021153;C0233519;C0700124;C1334928;C0849476;C3876072;C1273557;C3273930;C2045692;C1550517;C1269830;C2749404;C2707008;C4049863;C0270724;C0037926;C0181320
cro-0006-0293-g03	C0015726;C2087366;C2825051;C1510508;C0026018;C0018964;C0242031;C1578706;C0181839;C0487602;C1704680;C3273930;C3842678;C0423899;C1704653;C0885297;C0031765;C4050469;C4050248;C0524463;C0184967;C1261259;C0275586;C0552546;C0027651
cro-0006-0293-g04	C0487602;C1514241;C4287909;C1704680;C0021044;C1446409;C2037992;C0853059;C0856536;C1508788;C1704653;C1141900;C1441616;C2986463;C0076686;C0427629
cro-0006-0293-g05	C0487602;C1704680;C0021044;C2037992;C1508788;C1704653;C1441616
SCIENTIFICA2012-703675.007	C1705425;C0033621;C1441616;C0228549;C0015252;C0875999;C0007876;C0597432;C0919678;C4050576;C1168438;C1439852;C1552858;C4071522;C4085652;C0029237;C0728940;C0019635;C0001613;C0919677;C0000925;C2978238;C2037992;C1185738;C0558067;C1317574;C0242349;C1546098;C1949480;C3833453;C0162783;C0439631;C0815275;C3242314;C0582740;C1316572;C1552679;C3687908;C3810851;C0934502;C0813154;C1522485;C0038164;C1697268;C3495458;C1524073;C2336504;C1551341;C4287422;C1262035;C2210384;C0021044;C0021045;C3282574;C0700320;C1656341;C3640005;C0555903;C0332575;C4061689;C0202202;C0007776;C0022655;C0184905;C2002622
pathogens-05-00019-g004	C0544726;C0564182;C2984587;C0440435;C1403208;C0184433;C2700289;C2984925;C3810842;C2097386;C0559232;C0201278;C1145756;C0449878;C0440426;C2699513;C2702402;C1283786;C3542466;C3172260;C3812802;C0021053;C1276272;C2037270;C0349674;C0332686;C0222045;C0441233;C3811745;C2984926;C1706368;C2188415;C1282851;C0154091;C1704254;C1281573;C0684254;C3810854;C1548802;C4054126;C1704922;C1550557;C0432923;C1704653;C2699115;C0440439;C0005682;C0008957;C0633643;C0154017;C1403582;C0440433;C0237849;C0175659;C3887822;C2976063;C1696103;C0440434;C0008630;C0872388;C0885519;C0392535;C0234228;C0005847;C0982459;C1378698;C0332575;C1273342;C0523113;C0496930;C0201357;C1318314;C0226513;C0043194
1746-6148-10-102-3	C0085195;C0332441;C1183529;C1183528;C0304520;C1561542;C0817968;C0152321;C3496406;C1282749;C2827025;C2826234;C1549954;C1511748;C2037270;C0224848;C0633643;C0447097;C3714598;C1269080;C0872104;C3499011;C3499010;C1261054;C0332686;C3245511;C1305418;C0817973;C0817972;C0230445;C1282851;C3499012;C0058012;C1709311;C0582802;C1963724;C1875804;C0023686;C0600111;C0521342;C1299728;C1271005;C0426063;C0442015;C0152322;C0817662;C0234228;C0225082;C3693227;C0043262;C0432923;C1403582;C1184147;C0226513;C0544702
